DISSOLVED OXYGEN (mg/L),PERCENTAGE DISSOLVED OXYGEN (%),PH (???),TEMPERATURE (°C),TURBIDITY (NTU),date,quality
8.45,81.41,7.5,12.066,35.99,2022-09-30 11:01:24,75.0
8.22,80.01,7.51,12.21,25.77,2022-09-30 10:01:24,75.0
7.7,76.74,7.49,12.5,17.2,2022-09-30 09:01:24,75.0
6.73,69.48,7.46,12.764,12.57,2022-09-30 08:01:24,81.075
6.03,64.8,7.47,13.04,9.03,2022-09-30 07:01:24,89.925
5.42,59.49,7.47,13.186,8.12,2022-09-30 06:01:24,92.2
6.02,65.68,7.51,13.153,11.3,2022-09-30 05:01:24,84.25
6.71,70.7,7.47,12.978,21.01,2022-09-30 04:01:24,75.0
7.37,74.75,7.45,12.766,20.39,2022-09-30 03:01:24,75.0
8.19,80.34,7.47,12.481,21.24,2022-09-30 02:01:24,75.0
8.31,80.82,7.48,12.418,18.39,2022-09-30 01:01:24,75.0
8.44,81.71,7.5,12.365,19.39,2022-09-30 00:01:24,75.0
8.37,81.44,7.51,12.417,22.12,2022-09-29 23:01:24,75.0
8.16,80.09,7.51,12.486,31.52,2022-09-29 22:01:24,75.0
7.45,75.36,7.47,12.813,21.72,2022-09-29 21:01:24,75.0
6.53,68.77,7.46,13.098,15.2,2022-09-29 20:01:24,75.0
6.21,66.92,7.47,13.204,13.18,2022-09-29 19:01:24,79.55
5.51,60.54,7.47,13.292,12.47,2022-09-29 18:01:24,81.325
6.05,66.34,7.5,13.293,18.66,2022-09-29 17:01:24,75.0
6.37,68.69,7.48,13.226,36.91,2022-09-29 16:01:24,75.0
6.71,70.75,7.46,13.124,31.47,2022-09-29 15:01:24,75.0
7.19,74.13,7.45,13.072,40.03,2022-09-29 14:01:24,75.0
7.6,76.38,7.45,12.784,17.97,2022-09-29 13:01:24,75.0
7.68,76.89,7.46,12.737,21.16,2022-09-29 12:01:24,75.0
7.24,73.72,7.45,12.845,38.92,2022-09-29 11:01:24,75.0
6.9,71.6,7.47,12.926,25.0,2022-09-29 10:01:24,75.0
6.6,69.88,7.48,13.004,33.34,2022-09-29 09:01:24,75.0
6.15,66.26,7.49,13.053,11.98,2022-09-29 08:01:24,82.55
6.08,67.07,7.53,13.131,10.71,2022-09-29 07:01:24,85.725
5.97,66.88,7.57,13.185,9.36,2022-09-29 06:01:24,89.1
6.11,68.56,7.59,13.202,9.42,2022-09-29 05:01:24,88.95
6.26,69.86,7.58,13.187,25.52,2022-09-29 04:01:24,75.0
6.31,69.06,7.52,13.14,39.69,2022-09-29 03:01:24,75.0
6.6,70.43,7.49,13.067,21.63,2022-09-29 02:01:24,75.0
7.03,73.31,7.48,12.982,14.94,2022-09-29 01:01:24,75.15
6.95,71.89,7.46,12.96,12.1,2022-09-29 00:01:24,82.25
7.06,72.97,7.47,12.956,12.14,2022-09-28 23:01:24,82.15
6.96,72.62,7.48,13.003,15.07,2022-09-28 22:01:24,75.0
6.66,70.89,7.5,13.096,25.25,2022-09-28 21:01:24,75.0
6.4,69.21,7.51,13.139,13.47,2022-09-28 20:01:24,78.825
6.2,68.47,7.55,13.209,11.46,2022-09-28 19:01:24,83.85
6.05,68.06,7.58,13.261,8.21,2022-09-28 18:01:24,91.975
6.16,69.69,7.61,13.296,8.58,2022-09-28 17:01:24,91.05
6.27,70.42,7.59,13.282,20.32,2022-09-28 16:01:24,75.0
6.3,69.51,7.54,13.251,38.38,2022-09-28 15:01:24,75.0
6.61,71.0,7.5,13.193,30.6,2022-09-28 14:01:24,75.0
7.04,74.07,7.49,13.128,19.86,2022-09-28 13:01:24,75.0
7.08,73.45,7.47,13.0,17.93,2022-09-28 12:01:24,75.0
7.16,73.98,7.47,12.985,17.38,2022-09-28 11:01:24,75.0
6.96,72.75,7.48,13.009,21.22,2022-09-28 10:01:24,75.0
6.72,71.24,7.49,13.012,21.32,2022-09-28 09:01:24,75.0
6.39,69.24,7.51,13.129,13.99,2022-09-28 08:01:24,77.525
6.2,68.27,7.54,13.135,9.51,2022-09-28 07:01:24,88.725
6.1,68.42,7.58,13.236,11.21,2022-09-28 06:01:24,84.475
5.89,66.83,7.59,13.306,7.75,2022-09-28 05:01:24,93.125
6.24,70.55,7.61,13.307,13.42,2022-09-28 04:01:24,78.95
6.27,70.04,7.57,13.297,30.11,2022-09-28 03:01:24,75.0
6.43,70.2,7.51,13.268,35.12,2022-09-28 02:01:24,75.0
6.75,72.08,7.49,13.2,21.17,2022-09-28 01:01:24,75.0
7.0,73.82,7.48,13.258,18.26,2022-09-28 00:01:24,75.0
7.05,73.55,7.47,13.195,13.19,2022-09-27 23:01:24,79.525
6.96,73.36,7.48,13.285,15.76,2022-09-27 22:01:24,75.0
6.81,72.55,7.5,13.307,25.63,2022-09-27 21:01:24,75.0
6.47,70.32,7.52,13.383,20.65,2022-09-27 20:01:24,75.0
6.3,69.45,7.54,13.401,11.09,2022-09-27 19:01:24,84.775
6.1,68.46,7.56,13.453,10.44,2022-09-27 18:01:24,86.4
6.03,68.64,7.6,13.487,7.61,2022-09-27 17:01:24,93.475
6.2,70.58,7.61,13.497,9.48,2022-09-27 16:01:24,88.8
6.29,70.82,7.58,13.481,29.7,2022-09-27 15:01:24,75.0
6.43,70.87,7.52,13.43,33.98,2022-09-27 14:01:24,75.0
6.72,72.58,7.5,13.4,27.5,2022-09-27 13:01:24,75.0
7.12,75.03,7.48,13.24,17.09,2022-09-27 12:01:24,75.0
7.06,73.46,7.48,13.159,13.45,2022-09-27 11:01:24,78.875
7.09,74.5,7.5,13.163,18.63,2022-09-27 10:01:24,75.0
6.76,72.26,7.5,13.269,22.2,2022-09-27 09:01:24,75.0
6.49,70.73,7.52,13.338,20.78,2022-09-27 08:01:24,75.0
6.31,69.65,7.54,13.346,13.33,2022-09-27 07:01:24,79.175
6.17,69.05,7.57,13.335,9.31,2022-09-27 06:01:24,89.225
6.13,69.75,7.61,13.444,11.93,2022-09-27 05:01:24,82.675
6.01,68.71,7.62,13.503,7.24,2022-09-27 04:01:24,94.4
6.29,71.42,7.61,13.505,22.37,2022-09-27 03:01:24,75.0
6.32,70.87,7.57,13.55,32.18,2022-09-27 02:01:24,75.0
6.48,71.41,7.53,13.543,26.25,2022-09-27 01:01:24,75.0
6.75,73.14,7.51,13.568,18.15,2022-09-27 00:01:24,75.0
6.73,72.37,7.49,13.629,11.39,2022-09-26 23:01:24,84.025
6.76,72.71,7.5,13.646,12.72,2022-09-26 22:01:24,80.7
6.69,72.62,7.51,13.672,19.77,2022-09-26 21:01:24,75.0
6.47,71.4,7.53,13.719,19.94,2022-09-26 20:01:24,75.0
6.37,71.05,7.56,13.72,12.74,2022-09-26 19:01:24,80.65
6.18,69.9,7.58,13.739,12.72,2022-09-26 18:01:24,80.7
6.1,69.97,7.62,13.739,9.0,2022-09-26 17:01:28,90.0
6.14,70.79,7.64,13.742,6.92,2022-09-26 16:01:24,95.2
6.27,71.84,7.63,13.748,19.9,2022-09-26 15:01:24,75.0
6.35,71.96,7.6,13.754,37.38,2022-09-26 14:01:24,75.0
6.5,72.4,7.55,13.801,33.14,2022-09-26 13:01:24,75.0
6.76,74.01,7.53,13.799,20.26,2022-09-26 12:01:24,75.0
6.78,73.29,7.5,13.715,15.58,2022-09-26 11:01:24,75.0
6.77,72.66,7.5,13.664,13.53,2022-09-26 10:01:24,78.675
6.66,72.35,7.51,13.721,20.21,2022-09-26 09:01:24,75.0
6.48,71.36,7.53,13.72,29.17,2022-09-26 08:01:24,75.0
6.3,70.58,7.57,13.751,13.86,2022-09-26 07:01:24,77.85
6.22,70.3,7.59,13.693,10.73,2022-09-26 06:01:25,85.675
6.11,69.99,7.62,13.743,9.63,2022-09-26 05:01:24,88.425
6.09,70.32,7.64,13.781,8.22,2022-09-26 04:01:24,91.95
6.29,72.58,7.65,13.791,11.97,2022-09-26 03:01:24,82.575
6.33,72.55,7.63,13.817,29.81,2022-09-26 02:01:24,75.0
6.4,72.34,7.59,13.864,33.56,2022-09-26 01:01:24,75.0
6.49,72.27,7.55,13.894,25.36,2022-09-26 00:01:24,75.0
6.66,73.08,7.52,13.932,16.29,2022-09-25 23:01:24,75.0
6.68,72.64,7.5,13.954,14.11,2022-09-25 22:01:24,77.225
6.61,72.23,7.5,13.961,14.9,2022-09-25 21:01:24,75.25
6.53,72.16,7.52,13.948,22.09,2022-09-25 20:01:24,75.0
6.35,71.08,7.56,13.935,13.6,2022-09-25 19:01:24,78.5
6.36,71.67,7.58,13.922,10.29,2022-09-25 18:01:24,86.775
6.21,70.92,7.61,13.916,10.73,2022-09-25 17:01:24,85.675
5.99,69.11,7.63,13.893,13.14,2022-09-25 16:01:24,79.65
6.25,71.95,7.64,13.897,13.39,2022-09-25 15:01:24,79.025
6.3,72.02,7.62,13.907,26.03,2022-09-25 14:01:24,75.0
6.33,71.46,7.59,13.923,33.19,2022-09-25 13:01:24,75.0
6.41,71.32,7.55,13.929,29.34,2022-09-25 12:01:24,75.0
6.56,71.93,7.51,13.948,18.63,2022-09-25 11:01:24,75.0
6.42,69.59,7.47,13.9,11.81,2022-09-25 10:01:24,82.975
6.44,70.36,7.49,13.945,44.18,2022-09-25 09:01:24,75.0
6.37,70.31,7.53,13.931,19.54,2022-09-25 08:01:24,75.0
6.3,70.47,7.56,13.956,18.06,2022-09-25 07:01:24,75.0
6.23,70.42,7.59,13.94,11.84,2022-09-25 06:01:24,82.9
6.25,71.09,7.61,13.854,10.33,2022-09-25 05:01:24,86.675
6.13,70.58,7.64,13.899,7.25,2022-09-25 04:01:24,94.375
6.11,70.62,7.65,13.937,9.23,2022-09-25 03:01:24,89.425
6.28,72.33,7.64,13.96,13.45,2022-09-25 02:01:24,78.875
6.39,72.92,7.63,14.02,26.82,2022-09-25 01:01:24,75.0
6.45,72.87,7.59,14.063,23.91,2022-09-25 00:01:24,75.0
6.51,72.58,7.56,14.12,15.66,2022-09-24 23:01:24,75.0
6.42,71.16,7.54,14.151,10.98,2022-09-24 22:01:24,85.05
6.32,70.05,7.53,14.162,10.64,2022-09-24 21:01:24,85.9
6.43,71.69,7.56,14.187,11.6,2022-09-24 20:01:24,83.5
6.4,72.05,7.59,14.17,11.99,2022-09-24 19:01:24,82.525
6.34,72.07,7.62,14.161,9.75,2022-09-24 18:01:24,88.125
6.31,72.37,7.64,14.151,8.4,2022-09-24 17:01:24,91.5
6.22,72.0,7.66,14.063,8.94,2022-09-24 16:01:24,90.15
6.23,72.23,7.66,14.054,6.36,2022-09-24 15:01:24,96.6
6.37,73.65,7.66,14.056,15.76,2022-09-24 14:01:24,75.0
6.5,74.45,7.65,14.078,18.98,2022-09-24 13:01:24,75.0
6.5,73.75,7.62,14.111,25.56,2022-09-24 12:01:24,75.0
6.62,74.19,7.59,14.161,11.53,2022-09-24 11:01:24,83.675
6.53,72.38,7.56,14.024,12.64,2022-09-24 10:01:24,80.9
6.35,69.38,7.5,13.936,11.19,2022-09-24 09:01:24,84.525
6.41,71.37,7.56,14.04,13.87,2022-09-24 08:01:24,77.825
6.35,71.41,7.59,14.069,13.9,2022-09-24 07:01:24,77.75
6.41,72.7,7.63,14.075,9.51,2022-09-24 06:01:24,88.725
6.39,72.82,7.65,13.962,7.94,2022-09-24 05:01:24,92.65
6.32,72.78,7.67,13.971,7.83,2022-09-24 04:01:24,92.925
6.07,70.54,7.68,14.014,5.53,2022-09-24 03:01:24,98.675
6.27,72.74,7.69,14.017,7.82,2022-09-24 02:01:24,92.95
6.52,75.29,7.69,14.05,9.77,2022-09-24 01:01:24,88.075
6.57,75.2,7.67,14.134,11.48,2022-09-24 00:01:24,83.8
6.63,75.07,7.65,14.223,10.27,2022-09-23 23:01:24,86.825
6.56,74.02,7.62,14.263,7.62,2022-09-23 22:01:24,93.45
6.24,70.22,7.6,14.301,5.26,2022-09-23 21:01:24,99.35
6.56,73.81,7.61,14.333,7.96,2022-09-23 20:01:24,92.6
6.63,74.91,7.63,14.312,10.16,2022-09-23 19:01:24,87.1
6.43,73.29,7.66,14.227,7.12,2022-09-23 18:01:24,94.7
6.42,73.79,7.68,14.287,6.91,2022-09-23 17:01:24,95.225
6.41,74.24,7.7,14.199,8.09,2022-09-23 16:01:24,92.275
6.26,72.77,7.69,13.981,8.79,2022-09-23 15:01:24,90.525
6.47,75.08,7.71,13.955,9.08,2022-09-23 14:01:24,89.8
6.57,75.84,7.71,13.988,12.37,2022-09-23 13:01:24,81.575
6.64,76.05,7.69,14.023,9.3,2022-09-23 12:01:24,89.25
6.64,75.09,7.66,14.017,10.67,2022-09-23 11:01:24,85.825
6.54,73.43,7.63,13.919,6.84,2022-09-23 10:01:24,95.4
6.19,69.5,7.61,13.966,5.99,2022-09-23 09:01:24,97.525
6.49,71.28,7.59,13.735,7.41,2022-09-23 08:01:24,93.975
6.31,70.47,7.62,13.873,6.97,2022-09-23 07:01:24,95.075
6.44,72.74,7.66,13.943,6.14,2022-09-23 06:01:24,97.15
6.47,73.88,7.69,13.9,6.47,2022-09-23 05:01:24,96.325
6.43,74.15,7.71,13.895,5.15,2022-09-23 04:01:24,99.625
6.33,73.64,7.72,13.935,4.93,2022-09-23 03:01:24,100.0
6.27,73.16,7.72,13.927,4.69,2022-09-23 02:01:24,100.0
6.48,75.41,7.72,13.949,4.67,2022-09-23 01:01:24,100.0
6.62,76.36,7.72,14.029,6.49,2022-09-23 00:01:24,96.275
6.61,75.7,7.7,14.119,6.56,2022-09-22 23:01:24,96.1
6.53,74.54,7.69,14.153,5.65,2022-09-22 22:01:24,98.375
6.1,70.18,7.66,14.15,4.43,2022-09-22 21:01:24,100.0
6.06,69.32,7.64,14.176,3.49,2022-09-22 20:01:24,100.0
6.35,72.19,7.66,14.189,4.69,2022-09-22 19:01:24,100.0
6.29,72.01,7.68,14.154,4.52,2022-09-22 18:01:24,100.0
6.4,73.97,7.72,14.08,6.21,2022-09-22 17:01:24,96.975
6.39,74.19,7.72,14.043,6.09,2022-09-22 16:01:24,97.275
6.23,72.81,7.73,13.945,5.76,2022-09-22 15:01:24,98.1
6.21,72.61,7.73,13.928,3.61,2022-09-22 14:01:24,100.0
6.55,76.3,7.74,13.959,6.19,2022-09-22 13:01:24,97.025
6.63,76.75,7.74,14.005,5.91,2022-09-22 12:01:24,97.725
6.62,76.15,7.72,14.061,7.23,2022-09-22 11:01:24,94.425
6.56,74.84,7.69,14.119,4.95,2022-09-22 10:01:24,100.0
6.12,70.55,7.68,14.158,5.54,2022-09-22 09:01:24,98.65
5.91,68.1,7.66,14.186,4.89,2022-09-22 08:01:24,100.0
6.56,73.31,7.65,14.179,4.53,2022-09-22 07:01:24,100.0
6.35,72.52,7.68,14.173,3.71,2022-09-22 06:01:24,100.0
6.42,73.96,7.72,14.122,5.83,2022-09-22 05:01:24,97.925
6.37,74.13,7.74,14.065,4.02,2022-09-22 04:01:24,100.0
6.36,74.31,7.74,14.014,3.65,2022-09-22 03:01:24,100.0
6.05,71.3,7.73,13.93,4.43,2022-09-22 02:01:24,100.0
6.19,72.94,7.74,13.927,2.61,2022-09-22 01:01:24,100.0
6.49,76.15,7.76,13.985,4.11,2022-09-22 00:01:24,100.0
6.55,76.49,7.76,14.068,4.22,2022-09-21 23:01:24,100.0
6.52,75.7,7.74,14.143,4.01,2022-09-21 22:01:24,100.0
5.98,69.71,7.7,14.116,2.6,2022-09-21 21:01:24,100.0
5.71,66.71,7.68,14.123,2.35,2022-09-21 20:01:24,100.0
5.87,67.96,7.67,14.19,2.59,2022-09-21 19:01:24,100.0
6.37,73.02,7.7,14.247,3.86,2022-09-21 18:01:24,100.0
6.47,74.15,7.71,14.313,3.02,2022-09-21 17:01:24,100.0
6.43,74.66,7.74,14.17,3.85,2022-09-21 16:01:24,100.0
6.45,75.34,7.75,14.076,3.16,2022-09-21 15:01:24,100.0
6.3,74.13,7.75,13.969,3.19,2022-09-21 14:01:24,100.0
6.24,73.65,7.76,13.95,4.04,2022-09-21 13:01:24,100.0
6.49,76.29,7.77,13.982,3.08,2022-09-21 12:01:24,100.0
6.59,76.98,7.77,14.04,5.77,2022-09-21 11:01:24,98.075
6.46,75.27,7.75,14.087,3.66,2022-09-21 10:01:24,100.0
5.88,68.61,7.69,14.113,2.48,2022-09-21 09:01:24,100.0
5.87,68.53,7.7,14.162,4.35,2022-09-21 08:01:24,100.0
5.63,65.63,7.67,14.185,2.81,2022-09-21 07:01:24,100.0
6.03,68.6,7.64,14.252,3.36,2022-09-21 06:01:24,100.0
6.27,71.03,7.67,14.253,3.47,2022-09-21 05:01:24,100.0
6.37,73.07,7.71,14.195,3.94,2022-09-21 04:01:24,100.0
6.44,74.97,7.76,14.097,2.86,2022-09-21 03:01:24,100.0
6.47,76.09,7.78,14.023,2.81,2022-09-21 02:01:24,100.0
6.27,74.01,7.76,13.982,4.96,2022-09-21 01:01:24,100.0
6.31,74.56,7.77,13.975,3.48,2022-09-21 00:01:24,100.0
6.38,75.22,7.77,14.006,2.2,2022-09-20 23:01:24,100.0
6.57,77.22,7.78,14.05,3.11,2022-09-20 22:01:24,100.0
6.43,75.55,7.77,14.086,3.25,2022-09-20 21:01:24,100.0
6.04,70.97,7.74,14.096,2.34,2022-09-20 20:01:24,100.0
6.03,70.82,7.74,14.135,3.23,2022-09-20 19:01:24,100.0
5.76,67.42,7.71,14.148,2.2,2022-09-20 18:01:24,100.0
6.03,70.54,7.73,14.155,3.75,2022-09-20 17:01:24,100.0
6.17,72.05,7.74,14.144,3.52,2022-09-20 16:01:24,100.0
6.27,73.51,7.76,14.087,2.82,2022-09-20 15:01:24,100.0
6.3,74.18,7.76,14.041,2.87,2022-09-20 14:01:24,100.0
5.98,70.5,7.74,14.019,2.61,2022-09-20 13:01:24,100.0
6.03,71.23,7.75,14.001,3.02,2022-09-20 12:01:24,100.0
6.41,75.7,7.78,14.005,3.28,2022-09-20 11:01:24,100.0
6.45,75.92,7.77,14.047,2.17,2022-09-20 10:01:24,100.0
6.52,76.58,7.78,14.087,3.31,2022-09-20 09:01:24,100.0
6.02,70.71,7.73,14.117,2.62,2022-09-20 08:01:24,100.0
5.9,69.25,7.73,14.159,3.31,2022-09-20 07:01:24,100.0
5.81,67.13,7.69,14.256,3.09,2022-09-20 06:01:24,100.0
5.89,68.53,7.71,14.213,2.35,2022-09-20 05:01:24,100.0
6.19,71.22,7.71,14.24,4.06,2022-09-20 04:01:24,100.0
6.42,73.73,7.73,14.216,3.91,2022-09-20 03:01:24,100.0
6.46,75.37,7.77,14.13,3.01,2022-09-20 02:01:24,100.0
6.32,74.26,7.77,14.078,2.81,2022-09-20 01:01:24,100.0
6.33,74.71,7.78,14.041,2.49,2022-09-20 00:01:24,100.0
6.33,74.82,7.78,14.026,2.94,2022-09-19 23:01:24,100.0
6.39,75.44,7.79,14.034,2.48,2022-09-19 22:01:24,100.0
6.52,76.94,7.79,14.057,3.11,2022-09-19 21:01:24,100.0
6.53,76.79,7.79,14.099,3.14,2022-09-19 20:01:24,100.0
6.36,74.68,7.76,14.132,2.66,2022-09-19 19:01:24,100.0
5.67,66.43,7.72,14.18,4.01,2022-09-19 18:01:24,100.0
5.52,64.22,7.68,14.21,4.06,2022-09-19 17:01:24,100.0
6.11,71.28,7.74,14.192,3.35,2022-09-19 16:01:24,100.0
6.12,71.05,7.74,14.192,3.53,2022-09-19 15:01:24,100.0
6.37,73.77,7.75,14.163,3.54,2022-09-19 14:01:24,100.0
6.36,74.38,7.76,14.131,2.91,2022-09-19 13:01:24,100.0
6.37,74.78,7.78,14.103,2.86,2022-09-19 12:01:24,100.0
6.45,75.81,7.78,14.079,3.22,2022-09-19 11:01:24,100.0
6.46,76.25,7.79,14.067,3.86,2022-09-19 10:01:24,100.0
6.43,75.74,7.79,14.079,2.22,2022-09-19 09:01:24,100.0
6.62,77.62,7.79,14.127,4.43,2022-09-19 08:01:24,100.0
6.31,73.98,7.77,14.16,3.16,2022-09-19 07:01:24,100.0
5.95,69.49,7.73,14.205,2.69,2022-09-19 06:01:24,100.0
5.92,67.78,7.68,14.324,3.1,2022-09-19 05:01:24,100.0
6.1,69.41,7.68,14.307,3.26,2022-09-19 04:01:24,100.0
6.22,70.59,7.69,14.274,4.04,2022-09-19 03:01:24,100.0
6.43,73.13,7.71,14.217,4.72,2022-09-19 02:01:24,100.0
6.59,74.89,7.74,14.177,3.12,2022-09-19 01:01:24,100.0
6.69,75.95,7.75,14.123,2.88,2022-09-19 00:01:24,100.0
6.61,77.02,7.79,14.137,3.37,2022-09-18 23:01:24,100.0
6.57,77.49,7.81,14.127,3.67,2022-09-18 22:01:24,100.0
6.35,75.01,7.78,14.121,4.82,2022-09-18 21:01:24,100.0
6.58,77.56,7.8,14.134,3.27,2022-09-18 20:01:24,100.0
6.51,76.44,7.79,14.163,2.28,2022-09-18 19:01:24,100.0
6.67,77.81,7.8,14.194,3.03,2022-09-18 18:01:24,100.0
6.43,74.93,7.77,14.233,3.77,2022-09-18 17:01:28,100.0
5.82,66.9,7.68,14.301,2.79,2022-09-18 16:01:24,100.0
6.3,72.13,7.73,14.294,3.38,2022-09-18 15:01:24,100.0
6.44,73.24,7.73,14.259,4.69,2022-09-18 14:01:24,100.0
6.65,75.16,7.73,14.193,4.68,2022-09-18 13:01:24,100.0
6.75,76.39,7.75,14.154,4.45,2022-09-18 12:01:24,100.0
6.77,77.06,7.77,14.139,4.04,2022-09-18 11:01:24,100.0
6.66,77.61,7.8,14.173,4.73,2022-09-18 10:01:24,100.0
6.38,75.29,7.79,14.169,2.92,2022-09-18 09:01:24,100.0
6.74,79.39,7.81,14.174,4.25,2022-09-18 08:01:24,100.0
6.74,78.67,7.8,14.207,4.25,2022-09-18 07:01:24,100.0
6.55,76.13,7.78,14.253,3.55,2022-09-18 06:01:24,100.0
6.49,74.97,7.76,14.303,4.14,2022-09-18 05:01:24,100.0
6.02,68.96,7.7,14.398,5.45,2022-09-18 04:01:24,98.875
6.1,68.36,7.63,14.447,5.07,2022-09-18 03:01:24,99.825
6.17,69.44,7.65,14.417,2.77,2022-09-18 02:01:24,100.0
6.71,74.22,7.66,14.413,5.15,2022-09-18 01:01:24,99.625
6.94,76.11,7.67,14.37,5.07,2022-09-18 00:01:24,99.825
7.01,77.35,7.71,14.294,5.71,2022-09-17 23:01:24,98.225
6.79,77.49,7.77,14.285,4.28,2022-09-17 22:01:24,100.0
6.4,74.92,7.78,14.248,3.56,2022-09-17 21:01:24,100.0
6.51,76.4,7.79,14.241,4.61,2022-09-17 20:01:24,100.0
6.68,78.1,7.8,14.258,6.2,2022-09-17 19:01:24,97.0
6.67,77.38,7.78,14.29,3.94,2022-09-17 18:01:24,100.0
6.6,75.26,7.74,14.375,5.78,2022-09-17 17:01:24,98.05
6.33,71.7,7.68,14.476,4.18,2022-09-17 16:01:24,100.0
6.35,71.03,7.66,14.55,5.15,2022-09-17 15:01:24,99.625
6.12,68.37,7.62,14.561,3.23,2022-09-17 14:01:24,100.0
6.66,72.39,7.59,14.481,5.14,2022-09-17 13:01:24,99.65
6.98,75.59,7.63,14.397,5.86,2022-09-17 12:01:24,97.85
6.98,75.87,7.65,14.225,6.46,2022-09-17 11:01:28,96.35
6.89,75.41,7.68,14.092,4.31,2022-09-17 10:01:24,100.0
6.59,75.76,7.76,14.357,4.25,2022-09-17 09:01:24,100.0
6.55,76.32,7.78,14.371,4.51,2022-09-17 08:01:24,100.0
6.58,76.76,7.79,14.372,6.1,2022-09-17 07:01:24,97.25
6.64,76.3,7.76,14.419,6.65,2022-09-17 06:01:24,95.875
6.74,76.01,7.72,14.501,7.08,2022-09-17 05:01:24,94.8
6.59,73.5,7.66,14.641,4.85,2022-09-17 04:01:24,100.0
6.27,69.47,7.6,14.767,5.11,2022-09-17 03:01:24,99.725
6.27,69.65,7.61,14.779,4.88,2022-09-17 02:01:24,100.0
6.83,73.27,7.55,14.688,9.01,2022-09-17 01:01:24,89.975
6.93,74.07,7.57,14.658,6.57,2022-09-17 00:01:24,96.075
6.94,75.14,7.61,14.681,6.72,2022-09-16 23:01:24,95.7
6.7,74.38,7.67,14.656,8.09,2022-09-16 22:01:24,92.275
6.54,74.22,7.71,14.638,5.46,2022-09-16 21:01:24,98.85
6.42,74.3,7.75,14.533,3.95,2022-09-16 20:01:24,100.0
6.47,75.24,7.76,14.5,4.63,2022-09-16 19:01:24,100.0
6.59,75.52,7.73,14.614,9.7,2022-09-16 18:01:24,88.25
6.72,75.1,7.67,14.8,8.93,2022-09-16 17:01:24,90.175
6.66,73.67,7.64,14.825,6.63,2022-09-16 16:01:24,95.925
6.32,69.86,7.59,14.89,5.62,2022-09-16 15:01:24,98.45
6.0,66.14,7.54,14.933,4.97,2022-09-16 14:01:24,100.0
6.79,72.04,7.49,15.014,10.01,2022-09-16 13:01:24,87.475
6.86,72.88,7.51,15.014,9.64,2022-09-16 12:01:24,88.4
6.54,70.51,7.56,14.905,6.96,2022-09-16 11:01:24,95.1
6.58,72.11,7.62,14.73,7.5,2022-09-16 10:01:24,93.75
6.44,72.17,7.67,14.628,6.0,2022-09-16 09:01:24,97.5
6.16,70.78,7.7,14.655,5.6,2022-09-16 08:01:24,98.5
6.16,71.34,7.71,14.643,40.91,2022-09-16 07:01:24,75.0
6.39,73.53,7.72,14.665,5.35,2022-09-16 06:01:24,99.125
6.51,73.26,7.67,14.772,9.03,2022-09-16 05:01:24,89.925
6.59,72.05,7.58,14.947,8.29,2022-09-16 04:01:24,91.775
6.59,71.5,7.54,15.155,8.18,2022-09-16 03:01:24,92.05
6.06,65.61,7.47,15.27,8.54,2022-09-16 02:01:24,91.15
6.36,67.3,7.45,15.307,7.32,2022-09-16 01:01:24,94.2
6.85,72.45,7.49,15.296,9.36,2022-09-16 00:01:24,89.1
6.67,71.62,7.52,15.288,8.95,2022-09-15 23:01:24,90.125
6.42,69.98,7.55,15.204,8.43,2022-09-15 22:01:24,91.425
6.39,70.8,7.62,15.081,7.15,2022-09-15 21:01:24,94.625
6.18,70.43,7.67,14.928,5.76,2022-09-15 20:01:24,98.1
5.91,68.09,7.67,14.809,4.46,2022-09-15 19:01:24,100.0
6.3,72.36,7.69,14.84,4.58,2022-09-15 18:01:24,100.0
6.47,72.67,7.63,15.092,7.75,2022-09-15 17:01:24,93.125
6.53,71.7,7.55,15.309,11.18,2022-09-15 16:01:24,84.55
6.72,72.12,7.49,15.433,10.21,2022-09-15 15:01:24,86.975
6.78,72.18,7.48,15.451,10.83,2022-09-15 14:01:24,85.425
6.71,70.43,7.44,15.601,9.85,2022-09-15 13:01:24,87.875
6.91,72.65,7.47,15.526,13.35,2022-09-15 12:01:24,79.125
6.78,72.02,7.5,15.408,14.02,2022-09-15 11:01:24,77.45
6.44,69.43,7.53,15.3,11.48,2022-09-15 10:01:24,83.8
6.29,69.45,7.59,15.071,10.55,2022-09-15 09:01:24,86.125
6.18,69.5,7.64,14.885,6.21,2022-09-15 08:01:24,96.975
5.98,68.49,7.66,14.848,4.62,2022-09-15 07:01:24,100.0
6.15,70.86,7.7,14.82,5.32,2022-09-15 06:01:24,99.2
6.36,72.32,7.67,14.902,10.54,2022-09-15 05:01:24,86.15
6.34,70.71,7.61,15.064,14.49,2022-09-15 04:01:24,76.275
6.45,69.89,7.51,15.296,12.52,2022-09-15 03:01:24,81.2
6.63,70.73,7.47,15.474,11.82,2022-09-15 02:01:24,82.95
6.47,68.58,7.45,15.562,11.08,2022-09-15 01:01:24,84.8
6.87,71.85,7.46,15.59,11.41,2022-09-15 00:01:24,83.975
6.76,71.49,7.49,15.56,12.71,2022-09-14 23:01:24,80.725
6.43,69.0,7.5,15.456,11.39,2022-09-14 22:01:24,84.025
6.34,68.98,7.54,15.38,11.93,2022-09-14 21:01:24,82.675
6.1,68.25,7.6,15.205,7.18,2022-09-14 20:01:24,94.55
